fakeid,GEOID,AFK_h,ALA_h,ALP_h,BDL_h,BGM_h,BNT_h,BRT_h,CDF_h,CEN_h,CHA_h,CHL_h,CLF_h,CLI_h,CMT_h,COA_h,CWH_h,DAN_h,DRA_h,EAG_h,ELK_h,EMT_h,FAR_h,FCS_h,FFD_h,FRR_h,FTH_h,GLA_h,GOS_h,GRL_h,HAR_h,HDT_h,HEB_h,HER_h,HGH_h,HNF_h,HOL_h,HOO_h,HVL_h,IND_h,INT_h,KAY_h,KMS_h,KMT_h,LAY_h,LEH_h,LIN_h,MAP_h,MID_h,MLC_h,MMT_h,MRG_h,MSL_h,MUR_h,MWY_h,NOG_h,NSL_h,OGD_h,OKL_h,ORM_h,PAY_h,PGR_h,PLN_h,PRK_h,PRY_h,PVO_h,PVW_h,ROY_h,RVD_h,RVT_h,SAN_h,SAQ_h,SAR_h,SFK_h,SJC_h,SLC_h,SLM_h,SOG_h,SPV_h,SSL_h,SUN_h,SWE_h,SYR_h,TAY_h,TOO_h,UIN_h,VIN_h,WAT_h,WBG_h,WDL_h,WEB_h,WHT_h,WHV_h,WIL_h,WJC_h,WPT_h,WVC_h,WXC_h,TTL_h,AFK_w,ALA_w,ALP_w,BDL_w,BGM_w,BNT_w,BRT_w,CDF_w,CEN_w,CHA_w,CHL_w,CLF_w,CLI_w,CMT_w,COA_w,CWH_w,DAN_w,DRA_w,EAG_w,ELK_w,EMT_w,FAR_w,FCS_w,FFD_w,FRR_w,FTH_w,GLA_w,GOS_w,GRL_w,HAR_w,HDT_w,HEB_w,HER_w,HGH_w,HNF_w,HOL_w,HOO_w,HVL_w,IND_w,INT_w,KAY_w,KMS_w,KMT_w,LAY_w,LEH_w,LIN_w,MAP_w,MID_w,MLC_w,MMT_w,MRG_w,MSL_w,MUR_w,MWY_w,NOG_w,NSL_w,OGD_w,OKL_w,ORM_w,PAY_w,PGR_w,PLN_w,PRK_w,PRY_w,PVO_w,PVW_w,ROY_w,RVD_w,RVT_w,SAN_w,SAQ_w,SAR_w,SFK_w,SJC_w,SLC_w,SLM_w,SOG_w,SPV_w,SSL_w,SUN_w,SWE_w,SYR_w,TAY_w,TOO_w,UIN_w,VIN_w,WAT_w,WBG_w,WDL_w,WEB_w,WHT_w,WHV_w,WIL_w,WJC_w,WPT_w,WVC_w,WXC_w,TTL_w
302,490111268013,0,0,0,0,0,42,0,0,5,0,0,2,1,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7,0,1,19,0,0,0,1,2,0,1,0,3,0,0,9,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0,1,0,0,2,8,2,0,0,0,1,0,0,5,0,2,0,1,2,1,3,152,4,2,0,2,0,76,0,0,12,0,0,6,0,0,0,6,0,7,1,0,0,27,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,9,1,0,15,9,0,0,6,11,0,2,0,15,1,1,27,0,0,5,0,0,0,0,0,3,0,0,2,0,8,0,1,0,9,219,0,4,0,12,0,0,2,3,1,0,0,2,0,0,1,0,1,0,7,1,40,12,623
303,490111268021,0,0,0,0,0,19,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,3,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6,0,0,0,0,95,0,0,14,0,0,7,0,0,0,11,0,7,0,0,0,30,0,0,4,2,0,0,0,1,0,0,1,0,0,6,0,0,0,0,10,0,0,21,5,1,0,5,9,0,2,1,18,0,0,40,0,0,8,0,4,1,0,0,5,0,3,5,4,12,0,0,0,11,239,0,1,1,15,1,3,3,4,0,0,0,2,0,0,5,0,1,0,7,1,28,26,756
304,490111268022,0,0,0,1,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,42,2,1,0,2,0,45,0,0,11,0,0,5,1,0,0,6,0,7,1,0,1,23,0,0,1,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,8,0,1,15,5,3,0,3,13,0,1,0,14,0,0,24,0,0,4,0,2,0,0,0,3,1,2,5,2,11,0,0,0,4,177,0,1,1,11,0,0,2,8,1,0,0,0,0,0,5,0,0,0,10,1,30,11,537
305,490111268023,0,0,0,1,0,43,0,0,8,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,10,0,1,19,1,0,2,1,7,0,0,0,1,0,1,6,0,0,0,0,0,1,0,0,2,0,1,1,0,1,0,2,0,1,10,0,2,1,1,0,0,4,1,3,0,0,0,0,0,1,0,0,0,5,1,2,4,171,2,0,2,2,0,105,0,0,18,0,0,15,0,0,0,12,0,15,0,0,0,34,0,0,0,1,1,0,0,0,0,0,4,0,0,6,0,0,0,0,19,1,1,22,10,2,0,12,19,0,2,0,23,0,0,46,0,0,8,0,2,0,0,0,6,0,4,1,3,21,0,0,0,11,323,0,3,1,21,1,0,2,15,1,0,1,2,0,0,10,0,0,0,14,1,36,30,957
306,490111269011,0,0,1,2,0,55,0,0,17,0,1,9,4,0,0,0,0,4,1,0,0,20,0,0,0,1,0,0,0,3,0,0,4,0,0,3,1,0,0,0,15,0,2,35,5,0,0,3,5,0,0,1,1,0,3,20,0,0,2,0,1,2,0,0,4,2,10,1,2,7,0,0,0,2,16,0,1,1,1,0,1,17,0,2,0,0,1,0,0,5,1,8,0,3,8,6,13,376,7,0,0,0,0,44,0,0,19,0,0,7,1,0,0,4,0,6,1,0,0,14,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,8,0,0,16,8,2,0,6,12,0,0,0,13,0,2,22,0,0,2,0,3,0,0,0,5,0,2,2,2,5,0,0,0,5,200,0,1,1,23,2,1,4,7,3,0,0,1,0,0,9,0,2,0,4,1,25,15,567
307,490111269012,0,0,0,0,0,6,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,0,0,3,0,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,3,53,2,0,0,2,0,36,0,0,10,0,0,7,0,0,0,5,0,5,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,4,0,2,12,0,0,0,2,10,0,0,0,13,0,0,16,0,0,5,0,0,0,0,0,4,0,2,1,1,2,0,1,0,2,127,0,2,0,8,0,0,3,2,0,0,0,1,0,0,5,0,0,0,6,1,24,9,365
308,490111269013,0,1,0,1,0,17,0,0,5,0,0,4,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,7,0,0,13,0,0,0,1,2,0,1,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,3,9,0,0,1,0,0,0,6,1,0,0,0,1,0,0,6,0,2,0,4,2,5,10,153,0,0,0,0,0,40,0,0,14,0,0,3,2,0,0,4,0,7,0,0,0,28,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,17,0,0,16,7,0,0,9,13,0,0,1,18,0,0,27,0,0,3,0,0,0,0,1,3,0,3,2,2,16,0,0,0,2,160,0,1,2,20,0,0,3,6,0,0,0,1,0,0,7,0,2,0,5,1,22,20,536
309,490111269014,1,0,1,3,0,98,0,0,46,0,0,28,13,0,0,12,0,11,6,1,0,33,0,0,6,4,0,0,2,2,0,0,7,0,1,6,2,0,0,0,30,0,4,60,6,0,0,12,24,0,0,0,21,1,9,43,0,0,8,0,4,1,0,0,8,5,20,4,9,24,0,6,0,18,66,1,5,3,3,2,8,19,12,10,1,1,3,0,0,14,1,8,2,31,9,31,31,1017,3,0,0,1,0,27,1,0,9,0,0,3,0,0,0,4,0,4,0,0,0,11,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5,0,0,12,4,0,0,2,10,0,0,0,9,0,0,28,0,0,4,0,0,0,0,0,3,2,2,0,2,6,0,1,0,2,140,0,0,0,6,0,0,1,4,1,0,0,0,0,0,5,0,0,0,6,0,20,18,386
310,490111269015,4,0,0,3,0,106,0,0,31,0,0,4,8,0,0,5,0,7,3,1,0,21,0,0,0,1,0,0,1,3,0,0,3,0,0,12,3,0,0,0,17,0,7,43,5,0,3,3,19,0,0,0,11,0,6,46,0,0,2,0,2,0,0,1,10,4,9,3,7,12,0,4,0,14,40,0,9,2,3,3,2,18,11,13,0,1,5,0,0,9,0,9,0,25,4,20,29,753,3,0,0,0,0,39,0,0,10,0,0,10,0,0,0,4,0,3,0,0,0,25,0,0,0,1,0,0,0,1,0,0,1,0,0,4,0,0,0,0,6,0,0,24,6,2,0,6,7,0,0,0,13,0,0,22,0,0,3,0,2,0,0,0,5,0,2,2,2,11,0,2,0,6,178,0,0,0,13,1,0,5,4,1,0,0,2,0,0,4,0,1,0,5,0,22,18,515
311,490111269016,6,0,4,8,0,264,0,0,67,0,3,55,36,0,0,13,1,26,16,0,2,77,1,0,10,17,0,1,14,6,1,0,28,0,0,21,13,0,1,0,73,0,23,204,25,1,3,21,54,0,2,6,29,1,23,109,0,1,28,0,4,6,0,3,24,11,47,12,23,59,0,10,0,35,184,3,21,10,24,8,17,61,16,24,0,2,10,0,0,30,2,16,0,46,16,52,77,2534,4,0,0,0,0,42,0,0,10,0,1,5,0,0,0,3,0,5,0,0,0,13,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,15,2,2,0,1,11,0,0,0,15,0,0,21,0,0,4,0,1,0,0,0,6,1,0,1,1,8,0,0,0,3,150,0,2,1,14,2,0,1,8,3,0,0,0,0,0,6,0,2,0,7,0,18,10,449
312,490111269021,0,0,0,2,0,26,0,0,1,0,0,3,1,0,0,0,0,2,3,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,4,6,1,0,0,2,0,1,0,3,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,1,6,0,1,0,2,12,0,0,1,3,0,0,2,3,2,0,0,0,0,0,0,1,0,2,2,1,1,2,135,4,0,1,1,0,54,1,0,12,0,0,9,3,0,0,7,0,15,1,0,0,21,0,0,0,0,0,0,0,1,0,0,3,0,0,5,0,0,0,0,8,0,1,22,8,2,0,9,18,0,1,0,11,0,0,34,0,0,3,0,2,1,0,1,7,1,6,5,1,10,0,0,0,9,219,0,3,2,16,0,1,0,6,2,0,1,3,0,0,7,0,1,0,11,0,35,13,664
313,490111269022,0,0,1,1,0,36,0,0,9,0,0,5,0,0,0,2,0,3,4,1,0,5,1,0,1,2,0,0,0,0,0,0,1,0,0,7,0,0,0,0,6,0,3,12,3,0,0,0,3,0,0,0,2,0,0,10,0,0,1,0,1,1,0,0,0,0,5,3,2,4,0,2,0,1,12,2,3,0,3,0,0,6,4,4,0,1,0,0,0,2,1,1,0,6,2,5,4,227,4,0,0,0,0,56,0,0,8,0,0,7,0,0,0,9,0,12,0,0,0,20,1,0,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,10,0,0,12,10,2,0,4,9,0,0,0,20,0,0,29,0,0,8,0,3,0,0,0,8,0,3,1,1,6,0,1,0,7,199,0,1,1,16,0,0,0,9,1,0,0,3,0,0,5,0,0,0,6,3,29,13,579
314,490111269023,0,0,0,0,0,22,0,0,6,0,0,2,2,0,0,0,0,1,0,0,0,10,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,9,0,1,20,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,6,0,0,0,1,0,1,3,2,1,0,0,0,0,0,5,0,0,0,4,0,2,2,129,3,0,0,0,0,66,0,0,8,0,1,14,4,0,0,6,0,12,0,0,0,18,0,0,1,5,0,0,0,2,0,0,1,0,0,2,0,0,0,0,8,0,2,27,8,0,0,8,14,0,0,0,16,0,1,24,0,0,7,0,1,0,0,0,8,0,6,3,4,12,0,1,0,10,206,0,4,0,29,1,0,2,9,2,1,0,1,0,0,5,0,2,0,7,0,47,10,685
315,490111269024,1,0,0,0,0,39,0,0,5,0,0,3,3,0,0,2,0,6,4,0,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,14,2,0,0,0,2,0,0,0,6,0,2,13,0,0,0,0,0,0,0,0,2,0,2,1,2,7,0,0,0,2,19,1,1,4,1,1,0,5,3,4,0,1,0,0,0,5,0,2,0,9,0,11,9,245,4,0,0,0,0,70,0,0,11,0,0,12,2,0,0,7,0,7,0,0,0,20,0,0,0,1,0,0,1,0,0,0,4,0,0,4,0,0,0,0,11,0,2,22,8,2,0,5,12,0,0,0,16,0,0,30,0,0,4,0,2,0,0,0,8,1,2,5,4,14,0,1,0,5,218,0,3,0,19,0,2,4,14,2,0,0,0,0,0,4,0,3,0,9,0,46,14,682
316,490111269025,3,0,0,3,0,163,0,0,30,0,2,11,14,1,1,8,0,12,12,0,0,35,0,0,1,6,0,0,2,2,0,0,5,0,1,8,2,0,0,0,37,0,7,67,11,0,0,5,17,0,0,0,11,0,6,57,0,0,0,0,5,1,0,0,11,3,11,5,9,14,0,6,0,8,76,1,8,2,6,3,9,14,17,7,0,0,4,0,0,12,1,10,0,25,4,24,36,988,8,0,0,1,0,54,0,0,17,0,0,9,2,0,0,5,0,8,0,0,0,15,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,8,0,1,18,10,3,1,6,17,0,0,0,12,0,0,31,0,0,3,0,4,0,0,0,2,0,2,2,1,13,0,0,0,7,183,0,2,0,20,0,0,1,7,3,0,0,0,0,0,8,0,2,0,6,0,29,14,580
317,490111270021,1,0,0,0,0,24,0,0,7,0,0,5,1,0,0,1,0,4,2,0,0,6,0,0,0,1,0,0,1,1,0,0,3,0,0,2,3,0,0,0,6,0,2,22,3,0,1,0,4,0,0,0,1,1,0,12,0,0,6,0,1,1,0,1,1,1,7,2,6,2,0,1,0,6,22,0,3,3,2,1,3,6,3,4,0,1,2,0,0,0,0,2,0,11,1,14,8,281,6,0,0,1,0,33,1,0,10,1,0,7,0,0,0,3,0,14,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,1,0,21,6,2,0,6,16,0,0,0,20,0,1,50,0,1,8,0,0,1,0,1,5,0,2,3,1,11,0,0,0,7,231,0,4,0,15,0,0,2,7,3,0,0,0,0,0,6,1,0,1,5,1,60,10,659
318,490111270022,17,0,2,5,0,69,0,0,16,0,4,26,19,0,0,10,0,16,14,0,1,40,0,0,1,7,2,0,13,5,0,0,28,0,0,4,3,0,0,0,27,0,16,63,23,4,6,10,19,0,0,1,18,2,4,56,0,0,20,0,10,1,0,2,14,2,20,2,20,22,0,8,0,25,92,1,3,6,19,8,8,19,25,16,1,3,7,0,0,10,1,6,3,40,10,87,47,1298,11,0,0,0,0,54,1,0,19,0,0,20,2,0,0,14,0,23,1,0,0,28,0,0,1,1,0,0,0,0,0,0,3,0,0,5,0,0,0,0,9,0,2,36,10,1,0,7,15,0,0,0,48,0,1,99,0,0,9,0,4,1,0,0,16,0,9,9,6,21,0,0,0,16,504,1,5,3,42,1,1,7,14,4,0,1,2,0,0,10,0,3,0,20,0,103,27,1382
319,490111270023,8,0,0,3,0,111,0,0,35,0,2,43,18,0,1,8,0,13,15,2,1,36,0,0,2,10,0,0,9,5,0,0,25,0,0,8,5,0,0,0,39,1,24,89,24,2,1,18,28,0,0,1,37,2,7,68,0,0,20,0,7,4,0,1,14,3,33,6,15,40,0,11,0,46,148,1,8,9,13,8,10,23,46,28,1,2,11,0,1,16,2,11,0,63,6,113,43,1744,7,0,0,0,0,33,0,0,13,0,0,11,2,0,0,6,0,21,2,0,0,27,0,0,0,0,0,0,1,0,0,0,1,0,0,11,0,0,0,0,7,0,2,26,5,4,1,10,20,0,0,0,26,0,0,69,0,0,5,0,2,0,0,0,8,1,2,2,3,14,0,1,0,15,375,0,4,0,21,0,0,5,13,1,0,0,2,0,0,9,0,1,0,13,1,62,28,967
320,490111270024,35,1,13,48,0,628,1,0,196,0,22,220,114,2,3,77,0,101,70,7,4,225,1,1,35,50,1,2,55,22,0,0,155,0,0,71,36,4,0,1,237,1,153,618,131,12,13,105,193,0,9,8,185,12,48,463,0,1,138,0,55,12,0,4,94,30,198,34,108,254,0,69,0,173,1052,11,74,57,130,57,47,165,245,170,2,17,39,0,2,107,8,59,6,418,61,851,254,11031,2,0,0,0,0,36,0,0,14,0,0,6,2,0,1,8,0,8,1,0,0,15,0,0,1,1,0,0,1,2,0,0,1,0,0,6,0,0,0,0,4,0,0,21,11,0,0,5,16,0,0,1,29,1,0,49,0,1,9,0,4,1,0,0,6,2,2,1,4,13,0,1,0,10,295,0,3,0,19,1,1,3,5,3,0,0,1,0,0,6,0,4,0,14,1,49,17,775
321,490111270031,0,0,2,2,0,14,0,0,11,0,1,9,3,0,0,0,0,5,2,0,0,18,0,0,1,1,0,0,2,0,0,0,5,0,0,5,2,0,0,0,11,0,9,22,4,0,0,5,3,0,0,1,10,0,2,18,0,0,3,0,3,1,0,1,5,0,7,0,4,9,0,1,0,7,15,0,1,1,3,0,0,7,8,3,1,0,1,0,0,21,0,3,0,20,1,13,16,360,11,0,1,5,0,93,1,1,34,0,0,15,2,0,1,10,1,21,4,0,0,41,0,0,0,0,0,0,1,1,0,0,1,0,0,6,0,0,0,1,17,0,1,30,17,4,1,17,29,0,0,0,30,2,0,81,0,0,17,0,5,0,0,0,13,0,7,2,1,20,0,0,0,14,426,0,7,3,34,2,1,11,12,3,0,0,2,0,0,48,0,2,0,7,0,65,61,1334
322,490111270032,2,0,1,1,0,61,0,0,11,0,0,13,6,0,0,3,0,3,7,0,0,24,0,0,3,3,0,0,3,1,0,0,16,0,0,3,5,0,0,0,19,0,4,51,9,0,0,5,8,0,1,1,8,0,6,39,0,0,5,0,2,4,0,3,4,2,5,2,7,12,0,7,0,18,47,0,3,1,4,0,2,16,14,22,0,1,2,0,0,21,0,6,0,26,2,27,20,682,11,0,2,5,0,106,0,0,44,0,0,27,3,0,0,16,0,27,0,0,0,45,0,0,4,0,0,0,2,0,0,0,5,0,0,8,0,0,0,0,30,0,3,36,12,5,0,11,27,0,0,2,29,2,0,107,0,0,14,0,3,0,0,0,6,1,8,7,2,43,0,2,0,17,529,0,2,2,45,2,1,2,10,5,0,1,3,0,0,44,0,2,0,13,1,84,77,1628
323,490111270033,1,0,3,2,0,82,0,0,35,0,0,8,8,0,1,3,0,8,7,0,0,31,0,0,3,6,0,0,9,0,0,0,12,0,0,11,4,0,0,0,30,0,6,63,7,0,1,5,14,0,3,3,12,0,6,46,0,0,9,0,3,3,0,4,6,1,12,2,7,25,0,5,0,18,44,0,5,0,8,2,1,24,17,21,0,0,1,0,0,36,2,14,1,23,10,38,38,925,5,1,0,0,0,49,1,0,24,0,0,3,2,0,0,7,0,15,2,0,0,31,0,0,1,2,0,0,0,1,0,0,1,0,0,3,0,0,0,0,10,0,1,26,5,2,1,11,10,0,0,0,19,0,1,61,0,0,6,0,3,0,0,0,14,1,3,4,3,14,0,2,0,9,300,0,7,3,26,3,0,5,11,5,0,0,1,0,0,25,0,1,0,9,1,39,40,907
324,490111270051,2,0,0,6,0,47,0,0,22,0,1,13,2,0,0,5,0,4,6,0,0,22,0,0,1,2,0,0,0,1,1,0,3,0,0,5,3,0,0,0,14,0,2,23,6,1,0,1,17,0,2,0,15,1,5,26,0,0,7,0,2,1,0,0,7,0,22,2,7,8,0,1,0,14,39,1,5,3,6,3,0,8,14,8,0,1,2,1,0,5,0,7,0,19,2,24,27,602,5,0,1,3,0,71,0,0,19,0,1,13,3,0,0,7,0,12,1,0,0,29,0,0,1,1,0,0,0,1,0,0,2,0,0,3,1,0,0,0,13,0,1,35,10,2,1,10,20,0,1,0,15,0,1,77,0,0,11,0,1,0,0,0,11,0,1,4,2,15,0,2,0,9,303,0,1,4,34,1,1,0,7,2,0,1,4,0,0,10,0,0,0,16,2,62,49,967
325,490111270052,6,0,2,7,0,99,0,0,38,0,2,15,15,1,1,11,0,16,6,1,0,55,1,0,2,4,0,0,3,1,0,0,19,0,0,18,1,0,0,0,50,0,15,72,11,0,3,6,36,0,1,2,17,3,7,53,0,0,13,0,6,2,0,0,18,5,33,6,11,40,0,1,0,32,125,0,10,9,14,4,6,20,14,15,0,1,2,0,0,31,2,8,1,28,6,46,83,1440,5,0,0,3,0,89,0,0,17,0,2,7,2,0,0,14,0,13,0,0,0,39,0,0,3,1,0,0,0,1,0,0,1,0,0,6,1,0,0,0,15,0,1,28,8,0,0,4,22,0,0,0,17,0,0,75,0,0,7,0,0,0,0,0,6,1,6,5,1,18,0,1,0,9,352,0,3,1,51,1,0,4,12,2,0,0,6,0,0,12,0,2,0,11,0,62,62,1082
326,490111270061,1,0,1,2,0,31,0,0,27,0,0,18,6,0,0,5,0,0,2,0,0,17,0,0,0,6,0,0,0,1,0,0,5,0,0,1,6,0,0,0,10,0,5,32,3,1,1,4,3,0,1,2,5,0,5,17,0,0,4,0,4,3,0,0,5,1,14,0,2,5,0,1,0,14,26,0,1,0,3,4,0,7,13,14,0,2,3,0,0,9,0,4,0,14,3,21,46,521,6,0,0,2,0,93,1,0,27,0,0,10,3,0,0,7,0,13,1,0,0,44,0,0,2,1,0,0,2,0,0,0,0,0,0,6,0,0,0,0,32,0,1,53,15,1,1,15,33,0,0,0,23,0,1,70,0,2,8,0,4,0,0,0,10,3,6,3,1,17,0,0,0,18,460,0,5,1,41,0,1,12,11,3,0,0,3,0,0,15,0,2,0,4,2,68,61,1300
327,490111270062,0,0,3,0,0,18,0,0,13,0,0,10,6,0,0,0,0,0,1,0,0,11,0,0,0,4,1,0,0,1,0,0,5,0,0,3,1,0,0,0,12,0,3,35,3,1,0,1,2,0,1,0,4,0,1,11,0,0,4,0,1,1,0,1,2,0,5,0,1,6,0,4,0,4,20,1,0,2,1,0,1,10,4,1,0,0,0,0,0,5,1,0,0,11,3,10,33,332,5,0,0,0,0,25,0,0,9,0,0,4,0,0,0,4,0,6,1,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,10,10,1,0,6,8,0,0,0,8,1,0,27,0,1,2,0,0,0,0,0,4,0,4,2,0,7,0,0,0,4,157,0,3,0,8,0,0,1,4,0,0,0,1,0,0,6,0,0,0,4,3,17,25,434
328,490111270063,0,0,0,1,0,8,0,0,3,0,0,5,1,0,1,0,0,0,1,0,0,6,0,0,1,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,3,0,2,12,3,0,0,0,0,0,0,0,2,0,1,13,0,0,1,0,0,3,0,0,2,1,2,1,0,4,0,0,0,2,14,0,1,0,0,2,1,2,1,2,1,0,0,0,0,3,0,1,1,1,1,7,18,156,2,0,0,1,0,28,0,0,8,0,0,5,2,0,0,9,0,8,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,13,7,1,0,7,10,0,0,0,13,0,0,29,0,0,6,0,3,0,0,0,1,0,2,0,0,8,0,1,0,1,175,0,0,0,11,1,0,3,5,2,0,0,2,0,0,10,0,1,0,4,1,33,30,507
329,490111271001,1,0,0,1,0,29,0,0,23,0,0,27,27,0,0,1,0,1,0,0,0,19,0,0,3,21,0,0,0,1,0,0,2,0,0,1,6,1,0,0,71,0,1,104,0,0,1,0,2,0,1,2,1,0,3,11,0,0,1,0,0,2,0,0,1,0,16,2,1,0,0,0,0,2,8,1,4,0,2,3,12,20,1,1,2,0,3,0,0,0,0,9,1,2,10,2,11,532,4,0,0,0,0,15,1,0,18,0,0,25,2,0,0,6,1,11,2,0,0,48,0,0,1,7,0,0,0,1,0,0,2,0,0,4,0,0,0,0,52,0,1,56,10,3,0,5,10,0,0,0,24,0,1,16,0,1,5,0,2,0,0,0,5,0,3,3,2,10,0,0,0,10,147,0,5,1,16,1,3,8,14,2,0,1,3,0,0,4,0,0,0,8,0,26,4,664
330,490111271002,0,0,0,0,0,8,0,0,4,0,0,15,14,0,0,3,0,0,3,0,0,24,0,0,1,14,0,0,2,0,0,0,1,0,0,2,0,0,0,0,57,0,4,60,4,1,0,0,0,0,0,0,2,1,1,3,0,0,3,0,1,2,0,1,0,0,5,1,1,3,0,2,0,0,4,0,5,0,3,2,7,18,1,1,2,0,3,0,0,1,0,3,1,5,5,1,6,355,2,0,0,3,0,28,0,0,20,0,0,19,2,0,0,8,0,10,0,0,0,63,0,0,2,4,0,0,1,1,0,0,2,0,0,11,0,0,0,0,70,0,2,69,9,1,0,9,6,0,0,0,20,1,0,20,0,0,3,0,2,1,0,1,10,0,6,5,3,14,0,1,0,11,189,0,12,2,26,2,2,11,11,3,1,0,2,0,0,5,0,1,0,9,1,30,9,823
331,490111271003,3,0,1,1,0,9,0,0,4,0,1,12,12,0,0,1,0,1,1,0,0,26,0,0,2,10,1,0,2,2,0,0,3,0,0,1,2,0,0,0,46,0,0,52,1,1,0,2,5,0,2,0,1,1,3,6,0,0,2,0,1,3,0,1,1,1,8,2,1,3,0,0,0,5,11,1,10,3,3,4,3,10,0,4,0,0,3,0,0,1,1,4,0,3,7,4,6,382,7,0,0,0,0,21,0,0,11,0,0,28,1,0,0,6,0,7,0,0,0,45,0,0,2,6,0,0,0,1,0,0,2,0,0,6,1,0,0,0,59,0,1,50,7,5,1,7,12,0,1,1,18,0,0,21,0,0,7,0,0,0,0,0,8,0,3,2,1,17,0,1,0,3,128,0,7,1,15,1,0,6,7,1,2,0,1,0,0,4,0,0,0,11,1,22,7,639
332,490111271004,2,0,0,1,0,62,0,0,21,0,0,36,37,0,1,4,0,5,0,0,0,48,0,0,8,25,0,0,2,5,0,0,3,0,0,1,6,0,0,0,137,0,4,155,2,0,0,3,3,0,1,3,3,0,9,16,0,0,3,0,1,2,0,5,4,3,24,4,0,2,0,4,0,4,10,0,7,0,1,10,17,64,4,4,1,1,6,0,0,8,0,10,2,9,13,7,19,943,3,0,1,1,0,27,1,0,7,0,1,28,0,0,0,8,0,11,0,0,0,44,0,0,0,9,0,0,1,0,0,0,0,0,0,2,0,0,0,0,58,0,0,65,15,2,0,10,13,0,1,0,16,0,0,16,0,0,6,0,1,0,0,0,9,1,2,3,0,10,0,1,0,7,149,0,5,1,18,1,1,5,14,1,0,1,3,0,0,4,0,1,0,13,1,25,9,689
333,490111271005,0,0,1,0,0,11,0,0,5,0,1,9,3,0,0,1,0,1,0,0,0,5,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,0,2,29,0,0,0,1,1,0,0,0,1,0,4,2,0,0,0,0,0,0,0,2,0,1,2,3,0,3,0,0,0,2,3,0,2,0,2,3,4,9,2,2,0,0,0,0,0,1,0,2,0,2,4,2,0,203,4,0,0,1,0,27,0,0,14,0,0,27,1,0,1,8,0,10,0,0,0,60,0,0,2,6,0,0,1,1,0,0,1,0,0,5,0,0,0,0,66,0,1,85,8,2,0,12,8,0,0,0,21,1,0,23,0,0,7,0,1,0,0,0,8,0,8,3,2,15,0,0,0,11,152,0,6,0,21,1,0,7,11,1,1,1,2,0,0,0,0,0,0,8,3,38,18,794
